type,client,tx,amount
dispute,4543,9087,
resolve,4543,9087,
deposit,4543,9088,2.0
dispute,4543,9088,
chargeback,4543,9088,
deposit,4544,9088,2.0
dispute,4544,9088,
resolve,4544,9088,
withdrawal,4544,9089,1.5
dispute,4544,9089,
resolve,4544,9089,
deposit,4544,9090,2.0
dispute,4544,9090,
chargeback,4544,9090,
deposit,4545,9090,2.0
dispute,4545,9090,
resolve,4545,9090,
withdrawal,4545,9091,1.5
dispute,4545,9091,
resolve,4545,9091,
deposit,4545,9092,2.0
dispute,4545,9092,
chargeback,4545,9092,
deposit,4546,9092,2.0
dispute,4546,9092,
resolve,4546,9092,
withdrawal,4546,9093,1.5
dispute,4546,9093,
resolve,4546,9093,
deposit,4546,9094,2.0
dispute,4546,9094,
chargeback,4546,9094,
deposit,4547,9094,2.0
dispute,4547,9094,
resolve,4547,9094,
withdrawal,4547,9095,1.5
dispute,4547,9095,
resolve,4547,9095,
deposit,4547,9096,2.0
dispute,4547,9096,
chargeback,4547,9096,
deposit,4548,9096,2.0
dispute,4548,9096,
resolve,4548,9096,
withdrawal,4548,9097,1.5
dispute,4548,9097,
resolve,4548,9097,
deposit,4548,9098,2.0
dispute,4548,9098,
chargeback,4548,9098,
deposit,4549,9098,2.0
dispute,4549,9098,
resolve,4549,9098,
withdrawal,4549,9099,1.5
dispute,4549,9099,
resolve,4549,9099,
deposit,4549,9100,2.0
dispute,4549,9100,
chargeback,4549,9100,
deposit,4550,9100,2.0
dispute,4550,9100,
resolve,4550,9100,
withdrawal,4550,9101,1.5
dispute,4550,9101,
resolve,4550,9101,
deposit,4550,9102,2.0
dispute,4550,9102,
chargeback,4550,9102,
deposit,4551,9102,2.0
dispute,4551,9102,
resolve,4551,9102,
withdrawal,4551,9103,1.5
dispute,4551,9103,
resolve,4551,9103,
deposit,4551,9104,2.0
dispute,4551,9104,
chargeback,4551,9104,
deposit,4552,9104,2.0
dispute,4552,9104,
resolve,4552,9104,
withdrawal,4552,9105,1.5
dispute,4552,9105,
resolve,4552,9105,
deposit,4552,9106,2.0
dispute,4552,9106,
chargeback,4552,9106,
deposit,4553,9106,2.0
dispute,4553,9106,
resolve,4553,9106,
withdrawal,4553,9107,1.5
dispute,4553,9107,
resolve,4553,9107,
deposit,4553,9108,2.0
dispute,4553,9108,
chargeback,4553,9108,
deposit,4554,9108,2.0
dispute,4554,9108,
resolve,4554,9108,
withdrawal,4554,9109,1.5
dispute,4554,9109,
resolve,4554,9109,
deposit,4554,9110,2.0
dispute,4554,9110,
chargeback,4554,9110,
deposit,4555,9110,2.0
dispute,4555,9110,
resolve,4555,9110,
withdrawal,4555,9111,1.5
dispute,4555,9111,
resolve,4555,9111,
deposit,4555,9112,2.0
dispute,4555,9112,
chargeback,4555,9112,
deposit,4556,9112,2.0
dispute,4556,9112,
resolve,4556,9112,
withdrawal,4556,9113,1.5
dispute,4556,9113,
resolve,4556,9113,
deposit,4556,9114,2.0
dispute,4556,9114,
chargeback,4556,9114,
deposit,4557,9114,2.0
dispute,4557,9114,
resolve,4557,9114,
withdrawal,4557,9115,1.5
dispute,4557,9115,
resolve,4557,9115,
deposit,4557,9116,2.0
dispute,4557,9116,
chargeback,4557,9116,
deposit,4558,9116,2.0
dispute,4558,9116,
resolve,4558,9116,
withdrawal,4558,9117,1.5
dispute,4558,9117,
resolve,4558,9117,
deposit,4558,9118,2.0
dispute,4558,9118,
chargeback,4558,9118,
deposit,4559,9118,2.0
dispute,4559,9118,
resolve,4559,9118,
withdrawal,4559,9119,1.5
dispute,4559,9119,
resolve,4559,9119,
deposit,4559,9120,2.0
dispute,4559,9120,
chargeback,4559,9120,
deposit,4560,9120,2.0
dispute,4560,9120,
resolve,4560,9120,
withdrawal,4560,9121,1.5
dispute,4560,9121,
resolve,4560,9121,
deposit,4560,9122,2.0
dispute,4560,9122,
chargeback,4560,9122,
deposit,4561,9122,2.0
dispute,4561,9122,
resolve,4561,9122,
withdrawal,4561,9123,1.5
dispute,4561,9123,
resolve,4561,9123,
deposit,4561,9124,2.0
dispute,4561,9124,
chargeback,4561,9124,
deposit,4562,9124,2.0
dispute,4562,9124,
resolve,4562,9124,
withdrawal,4562,9125,1.5
dispute,4562,9125,
resolve,4562,9125,
deposit,4562,9126,2.0
dispute,4562,9126,
chargeback,4562,9126,
deposit,4563,9126,2.0
dispute,4563,9126,
resolve,4563,9126,
withdrawal,4563,9127,1.5
dispute,4563,9127,
resolve,4563,9127,
deposit,4563,9128,2.0
dispute,4563,9128,
chargeback,4563,9128,
deposit,4564,9128,2.0
dispute,4564,9128,
resolve,4564,9128,
withdrawal,4564,9129,1.5
dispute,4564,9129,
resolve,4564,9129,
deposit,4564,9130,2.0
dispute,4564,9130,
chargeback,4564,9130,
deposit,4565,9130,2.0
dispute,4565,9130,
resolve,4565,9130,
withdrawal,4565,9131,1.5
dispute,4565,9131,
resolve,4565,9131,
deposit,4565,9132,2.0
dispute,4565,9132,
chargeback,4565,9132,
deposit,4566,9132,2.0
dispute,4566,9132,
resolve,4566,9132,
withdrawal,4566,9133,1.5
dispute,4566,9133,
resolve,4566,9133,
deposit,4566,9134,2.0
dispute,4566,9134,
chargeback,4566,9134,
deposit,4567,9134,2.0
dispute,4567,9134,
resolve,4567,9134,
withdrawal,4567,9135,1.5
dispute,4567,9135,
resolve,4567,9135,
deposit,4567,9136,2.0
dispute,4567,9136,
chargeback,4567,9136,
deposit,4568,9136,2.0
dispute,4568,9136,
resolve,4568,9136,
withdrawal,4568,9137,1.5
dispute,4568,9137,
resolve,4568,9137,
deposit,4568,9138,2.0
dispute,4568,9138,
chargeback,4568,9138,
deposit,4569,9138,2.0
dispute,4569,9138,
resolve,4569,9138,
withdrawal,4569,9139,1.5
dispute,4569,9139,
resolve,4569,9139,
deposit,4569,9140,2.0
dispute,4569,9140,
chargeback,4569,9140,
deposit,4570,9140,2.0
dispute,4570,9140,
resolve,4570,9140,
withdrawal,4570,9141,1.5
dispute,4570,9141,
resolve,4570,9141,
deposit,4570,9142,2.0
dispute,4570,9142,
chargeback,4570,9142,
deposit,4571,9142,2.0
dispute,4571,9142,
resolve,4571,9142,
withdrawal,4571,9143,1.5
dispute,4571,9143,
resolve,4571,9143,
deposit,4571,9144,2.0
dispute,4571,9144,
chargeback,4571,9144,
deposit,4572,9144,2.0
dispute,4572,9144,
resolve,4572,9144,
withdrawal,4572,9145,1.5
dispute,4572,9145,
resolve,4572,9145,
deposit,4572,9146,2.0
dispute,4572,9146,
chargeback,4572,9146,
deposit,4573,9146,2.0
dispute,4573,9146,
resolve,4573,9146,
withdrawal,4573,9147,1.5
dispute,4573,9147,
resolve,4573,9147,
deposit,4573,9148,2.0
dispute,4573,9148,
chargeback,4573,9148,
deposit,4574,9148,2.0
dispute,4574,9148,
resolve,4574,9148,
withdrawal,4574,9149,1.5
dispute,4574,9149,
resolve,4574,9149,
deposit,4574,9150,2.0
dispute,4574,9150,
chargeback,4574,9150,
deposit,4575,9150,2.0
dispute,4575,9150,
resolve,4575,9150,
withdrawal,4575,9151,1.5
dispute,4575,9151,
resolve,4575,9151,
deposit,4575,9152,2.0
dispute,4575,9152,
chargeback,4575,9152,
deposit,4576,9152,2.0
dispute,4576,9152,
resolve,4576,9152,
withdrawal,4576,9153,1.5
dispute,4576,9153,
resolve,4576,9153,
deposit,4576,9154,2.0
dispute,4576,9154,
chargeback,4576,9154,
deposit,4577,9154,2.0
dispute,4577,9154,
resolve,4577,9154,
withdrawal,4577,9155,1.5
dispute,4577,9155,
resolve,4577,9155,
deposit,4577,9156,2.0
dispute,4577,9156,
chargeback,4577,9156,
deposit,4578,9156,2.0
dispute,4578,9156,
resolve,4578,9156,
withdrawal,4578,9157,1.5
dispute,4578,9157,
resolve,4578,9157,
deposit,4578,9158,2.0
dispute,4578,9158,
chargeback,4578,9158,
deposit,4579,9158,2.0
dispute,4579,9158,
resolve,4579,9158,
withdrawal,4579,9159,1.5
dispute,4579,9159,
resolve,4579,9159,
deposit,4579,9160,2.0
dispute,4579,9160,
chargeback,4579,9160,
deposit,4580,9160,2.0
dispute,4580,9160,
resolve,4580,9160,
withdrawal,4580,9161,1.5
dispute,4580,9161,
resolve,4580,9161,
deposit,4580,9162,2.0
dispute,4580,9162,
chargeback,4580,9162,
deposit,4581,9162,2.0
dispute,4581,9162,
resolve,4581,9162,
withdrawal,4581,9163,1.5
dispute,4581,9163,
resolve,4581,9163,
deposit,4581,9164,2.0
dispute,4581,9164,
chargeback,4581,9164,
deposit,4582,9164,2.0
dispute,4582,9164,
resolve,4582,9164,
withdrawal,4582,9165,1.5
dispute,4582,9165,
resolve,4582,9165,
deposit,4582,9166,2.0
dispute,4582,9166,
chargeback,4582,9166,
deposit,4583,9166,2.0
dispute,4583,9166,
resolve,4583,9166,
withdrawal,4583,9167,1.5
dispute,4583,9167,
resolve,4583,9167,
deposit,4583,9168,2.0
dispute,4583,9168,
chargeback,4583,9168,
deposit,4584,9168,2.0
dispute,4584,9168,
resolve,4584,9168,
withdrawal,4584,9169,1.5
dispute,4584,9169,
resolve,4584,9169,
deposit,4584,9170,2.0
dispute,4584,9170,
chargeback,4584,9170,
deposit,4585,9170,2.0
dispute,4585,9170,
resolve,4585,9170,
withdrawal,4585,9171,1.5
dispute,4585,9171,
resolve,4585,9171,
deposit,4585,9172,2.0
dispute,4585,9172,
chargeback,4585,9172,
deposit,4586,9172,2.0
dispute,4586,9172,
resolve,4586,9172,
withdrawal,4586,9173,1.5
dispute,4586,9173,
resolve,4586,9173,
deposit,4586,9174,2.0
dispute,4586,9174,
chargeback,4586,9174,
deposit,4587,9174,2.0
dispute,4587,9174,
resolve,4587,9174,
withdrawal,4587,9175,1.5
dispute,4587,9175,
resolve,4587,9175,
deposit,4587,9176,2.0
dispute,4587,9176,
chargeback,4587,9176,
deposit,4588,9176,2.0
dispute,4588,9176,
resolve,4588,9176,
withdrawal,4588,9177,1.5
dispute,4588,9177,
resolve,4588,9177,
deposit,4588,9178,2.0
dispute,4588,9178,
chargeback,4588,9178,
deposit,4589,9178,2.0
dispute,4589,9178,
resolve,4589,9178,
withdrawal,4589,9179,1.5
dispute,4589,9179,
resolve,4589,9179,
deposit,4589,9180,2.0
dispute,4589,9180,
chargeback,4589,9180,
deposit,4590,9180,2.0
dispute,4590,9180,
resolve,4590,9180,
withdrawal,4590,9181,1.5
dispute,4590,9181,
resolve,4590,9181,
deposit,4590,9182,2.0
dispute,4590,9182,
chargeback,4590,9182,
deposit,4591,9182,2.0
dispute,4591,9182,
resolve,4591,9182,
withdrawal,4591,9183,1.5
dispute,4591,9183,
resolve,4591,9183,
deposit,4591,9184,2.0
dispute,4591,9184,
chargeback,4591,9184,
deposit,4592,9184,2.0
dispute,4592,9184,
resolve,4592,9184,
withdrawal,4592,9185,1.5
dispute,4592,9185,
resolve,4592,9185,
deposit,4592,9186,2.0
dispute,4592,9186,
chargeback,4592,9186,
deposit,4593,9186,2.0
dispute,4593,9186,
resolve,4593,9186,
withdrawal,4593,9187,1.5
dispute,4593,9187,
resolve,4593,9187,
deposit,4593,9188,2.0
dispute,4593,9188,
chargeback,4593,9188,
deposit,4594,9188,2.0
dispute,4594,9188,
resolve,4594,9188,
withdrawal,4594,9189,1.5
dispute,4594,9189,
resolve,4594,9189,
deposit,4594,9190,2.0
dispute,4594,9190,
chargeback,4594,9190,
deposit,4595,9190,2.0
dispute,4595,9190,
resolve,4595,9190,
withdrawal,4595,9191,1.5
dispute,4595,9191,
resolve,4595,9191,
deposit,4595,9192,2.0
dispute,4595,9192,
chargeback,4595,9192,
deposit,4596,9192,2.0
dispute,4596,9192,
resolve,4596,9192,
withdrawal,4596,9193,1.5
dispute,4596,9193,
resolve,4596,9193,
deposit,4596,9194,2.0
dispute,4596,9194,
chargeback,4596,9194,
deposit,4597,9194,2.0
dispute,4597,9194,
resolve,4597,9194,
withdrawal,4597,9195,1.5
dispute,4597,9195,
resolve,4597,9195,
deposit,4597,9196,2.0
dispute,4597,9196,
chargeback,4597,9196,
deposit,4598,9196,2.0
dispute,4598,9196,
resolve,4598,9196,
withdrawal,4598,9197,1.5
dispute,4598,9197,
resolve,4598,9197,
deposit,4598,9198,2.0
dispute,4598,9198,
chargeback,4598,9198,
deposit,4599,9198,2.0
dispute,4599,9198,
resolve,4599,9198,
withdrawal,4599,9199,1.5
dispute,4599,9199,
resolve,4599,9199,
deposit,4599,9200,2.0
dispute,4599,9200,
chargeback,4599,9200,
deposit,4600,9200,2.0
dispute,4600,9200,
resolve,4600,9200,
withdrawal,4600,9201,1.5
dispute,4600,9201,
resolve,4600,9201,
deposit,4600,9202,2.0
dispute,4600,9202,
chargeback,4600,9202,
deposit,4601,9202,2.0
dispute,4601,9202,
resolve,4601,9202,
withdrawal,4601,9203,1.5
dispute,4601,9203,
resolve,4601,9203,
deposit,4601,9204,2.0
dispute,4601,9204,
chargeback,4601,9204,
deposit,4602,9204,2.0
dispute,4602,9204,
resolve,4602,9204,
withdrawal,4602,9205,1.5
dispute,4602,9205,
resolve,4602,9205,
deposit,4602,9206,2.0
dispute,4602,9206,
chargeback,4602,9206,
deposit,4603,9206,2.0
dispute,4603,9206,
resolve,4603,9206,
withdrawal,4603,9207,1.5
dispute,4603,9207,
resolve,4603,9207,
deposit,4603,9208,2.0
dispute,4603,9208,
chargeback,4603,9208,
deposit,4604,9208,2.0
dispute,4604,9208,
resolve,4604,9208,
withdrawal,4604,9209,1.5
dispute,4604,9209,
resolve,4604,9209,
deposit,4604,9210,2.0
dispute,4604,9210,
chargeback,4604,9210,
deposit,4605,9210,2.0
dispute,4605,9210,
resolve,4605,9210,
withdrawal,4605,9211,1.5
dispute,4605,9211,
resolve,4605,9211,
deposit,4605,9212,2.0
dispute,4605,9212,
chargeback,4605,9212,
deposit,4606,9212,2.0
dispute,4606,9212,
resolve,4606,9212,
withdrawal,4606,9213,1.5
dispute,4606,9213,
resolve,4606,9213,
deposit,4606,9214,2.0
dispute,4606,9214,
chargeback,4606,9214,
deposit,4607,9214,2.0
dispute,4607,9214,
resolve,4607,9214,
withdrawal,4607,9215,1.5
dispute,4607,9215,
resolve,4607,9215,
deposit,4607,9216,2.0
dispute,4607,9216,
chargeback,4607,9216,
deposit,4608,9216,2.0
dispute,4608,9216,
resolve,4608,9216,
withdrawal,4608,9217,1.5
dispute,4608,9217,
resolve,4608,9217,
deposit,4608,9218,2.0
dispute,4608,9218,
chargeback,4608,9218,
deposit,4609,9218,2.0
dispute,4609,9218,
resolve,4609,9218,
withdrawal,4609,9219,1.5
dispute,4609,9219,
resolve,4609,9219,
deposit,4609,9220,2.0
dispute,4609,9220,
chargeback,4609,9220,
deposit,4610,9220,2.0
dispute,4610,9220,
resolve,4610,9220,
withdrawal,4610,9221,1.5
dispute,4610,9221,
resolve,4610,9221,
deposit,4610,9222,2.0
dispute,4610,9222,
chargeback,4610,9222,
deposit,4611,9222,2.0
dispute,4611,9222,
resolve,4611,9222,
withdrawal,4611,9223,1.5
dispute,4611,9223,
resolve,4611,9223,
deposit,4611,9224,2.0
dispute,4611,9224,
chargeback,4611,9224,
deposit,4612,9224,2.0
dispute,4612,9224,
resolve,4612,9224,
withdrawal,4612,9225,1.5
dispute,4612,9225,
resolve,4612,9225,
deposit,4612,9226,2.0
dispute,4612,9226,
chargeback,4612,9226,
deposit,4613,9226,2.0
dispute,4613,9226,
resolve,4613,9226,
withdrawal,4613,9227,1.5
dispute,4613,9227,
resolve,4613,9227,
deposit,4613,9228,2.0
dispute,4613,9228,
chargeback,4613,9228,
deposit,4614,9228,2.0
dispute,4614,9228,
resolve,4614,9228,
withdrawal,4614,9229,1.5
dispute,4614,9229,
resolve,4614,9229,
deposit,4614,9230,2.0
dispute,4614,9230,
chargeback,4614,9230,
deposit,4615,9230,2.0
dispute,4615,9230,
resolve,4615,9230,
withdrawal,4615,9231,1.5
dispute,4615,9231,
resolve,4615,9231,
deposit,4615,9232,2.0
dispute,4615,9232,
chargeback,4615,9232,
deposit,4616,9232,2.0
dispute,4616,9232,
resolve,4616,9232,
withdrawal,4616,9233,1.5
dispute,4616,9233,
resolve,4616,9233,
deposit,4616,9234,2.0
dispute,4616,9234,
chargeback,4616,9234,
deposit,4617,9234,2.0
dispute,4617,9234,
resolve,4617,9234,
withdrawal,4617,9235,1.5
dispute,4617,9235,
resolve,4617,9235,
deposit,4617,9236,2.0
dispute,4617,9236,
chargeback,4617,9236,
deposit,4618,9236,2.0
dispute,4618,9236,
resolve,4618,9236,
withdrawal,4618,9237,1.5
dispute,4618,9237,
resolve,4618,9237,
deposit,4618,9238,2.0
dispute,4618,9238,
chargeback,4618,9238,
deposit,4619,9238,2.0
dispute,4619,9238,
resolve,4619,9238,
withdrawal,4619,9239,1.5
dispute,4619,9239,
resolve,4619,9239,
deposit,4619,9240,2.0
dispute,4619,9240,
chargeback,4619,9240,
deposit,4620,9240,2.0
dispute,4620,9240,
resolve,4620,9240,
withdrawal,4620,9241,1.5
dispute,4620,9241,
resolve,4620,9241,
deposit,4620,9242,2.0
dispute,4620,9242,
chargeback,4620,9242,
deposit,4621,9242,2.0
dispute,4621,9242,
resolve,4621,9242,
withdrawal,4621,9243,1.5
dispute,4621,9243,
resolve,4621,9243,
deposit,4621,9244,2.0
dispute,4621,9244,
chargeback,4621,9244,
deposit,4622,9244,2.0
dispute,4622,9244,
resolve,4622,9244,
withdrawal,4622,9245,1.5
dispute,4622,9245,
resolve,4622,9245,
deposit,4622,9246,2.0
dispute,4622,9246,
chargeback,4622,9246,
deposit,4623,9246,2.0
dispute,4623,9246,
resolve,4623,9246,
withdrawal,4623,9247,1.5
dispute,4623,9247,
resolve,4623,9247,
deposit,4623,9248,2.0
dispute,4623,9248,
chargeback,4623,9248,
deposit,4624,9248,2.0
dispute,4624,9248,
resolve,4624,9248,
withdrawal,4624,9249,1.5
dispute,4624,9249,
resolve,4624,9249,
deposit,4624,9250,2.0
dispute,4624,9250,
chargeback,4624,9250,
deposit,4625,9250,2.0
dispute,4625,9250,
resolve,4625,9250,
withdrawal,4625,9251,1.5
dispute,4625,9251,
resolve,4625,9251,
deposit,4625,9252,2.0
dispute,4625,9252,
chargeback,4625,9252,
deposit,4626,9252,2.0
dispute,4626,9252,
resolve,4626,9252,
withdrawal,4626,9253,1.5
dispute,4626,9253,
resolve,4626,9253,
deposit,4626,9254,2.0
dispute,4626,9254,
chargeback,4626,9254,
deposit,4627,9254,2.0
dispute,4627,9254,
resolve,4627,9254,
withdrawal,4627,9255,1.5
dispute,4627,9255,
resolve,4627,9255,
deposit,4627,9256,2.0
dispute,4627,9256,
chargeback,4627,9256,
deposit,4628,9256,2.0
dispute,4628,9256,
resolve,4628,9256,
withdrawal,4628,9257,1.5
dispute,4628,9257,
resolve,4628,9257,
deposit,4628,9258,2.0
dispute,4628,9258,
chargeback,4628,9258,
deposit,4629,9258,2.0
dispute,4629,9258,
resolve,4629,9258,
withdrawal,4629,9259,1.5
dispute,4629,9259,
resolve,4629,9259,
deposit,4629,9260,2.0
dispute,4629,9260,
chargeback,4629,9260,
deposit,4630,9260,2.0
dispute,4630,9260,
resolve,4630,9260,
withdrawal,4630,9261,1.5
dispute,4630,9261,
resolve,4630,9261,
deposit,4630,9262,2.0
dispute,4630,9262,
chargeback,4630,9262,
deposit,4631,9262,2.0
dispute,4631,9262,
resolve,4631,9262,
withdrawal,4631,9263,1.5
dispute,4631,9263,
resolve,4631,9263,
deposit,4631,9264,2.0
dispute,4631,9264,
chargeback,4631,9264,
deposit,4632,9264,2.0
dispute,4632,9264,
resolve,4632,9264,
withdrawal,4632,9265,1.5
dispute,4632,9265,
resolve,4632,9265,
deposit,4632,9266,2.0
dispute,4632,9266,
chargeback,4632,9266,
deposit,4633,9266,2.0
dispute,4633,9266,
resolve,4633,9266,
withdrawal,4633,9267,1.5
dispute,4633,9267,
resolve,4633,9267,
deposit,4633,9268,2.0
dispute,4633,9268,
chargeback,4633,9268,
deposit,4634,9268,2.0
dispute,4634,9268,
resolve,4634,9268,
withdrawal,4634,9269,1.5
dispute,4634,9269,
resolve,4634,9269,
deposit,4634,9270,2.0
dispute,4634,9270,
chargeback,4634,9270,
deposit,4635,9270,2.0
dispute,4635,9270,
resolve,4635,9270,
withdrawal,4635,9271,1.5
dispute,4635,9271,
resolve,4635,9271,
deposit,4635,9272,2.0
dispute,4635,9272,
chargeback,4635,9272,
deposit,4636,9272,2.0
dispute,4636,9272,
resolve,4636,9272,
withdrawal,4636,9273,1.5
dispute,4636,9273,
resolve,4636,9273,
deposit,4636,9274,2.0
dispute,4636,9274,
chargeback,4636,9274,
deposit,4637,9274,2.0
dispute,4637,9274,
resolve,4637,9274,
withdrawal,4637,9275,1.5
dispute,4637,9275,
resolve,4637,9275,
deposit,4637,9276,2.0
dispute,4637,9276,
chargeback,4637,9276,
deposit,4638,9276,2.0
dispute,4638,9276,
resolve,4638,9276,
withdrawal,4638,9277,1.5
dispute,4638,9277,
resolve,4638,9277,
deposit,4638,9278,2.0
dispute,4638,9278,
chargeback,4638,9278,
deposit,4639,9278,2.0
dispute,4639,9278,
resolve,4639,9278,
withdrawal,4639,9279,1.5
dispute,4639,9279,
resolve,4639,9279,
deposit,4639,9280,2.0
dispute,4639,9280,
chargeback,4639,9280,
deposit,4640,9280,2.0
dispute,4640,9280,
resolve,4640,9280,
withdrawal,4640,9281,1.5
dispute,4640,9281,
resolve,4640,9281,
deposit,4640,9282,2.0
dispute,4640,9282,
chargeback,4640,9282,
deposit,4641,9282,2.0
dispute,4641,9282,
resolve,4641,9282,
withdrawal,4641,9283,1.5
dispute,4641,9283,
resolve,4641,9283,
deposit,4641,9284,2.0
dispute,4641,9284,
chargeback,4641,9284,
deposit,4642,9284,2.0
dispute,4642,9284,
resolve,4642,9284,
withdrawal,4642,9285,1.5
dispute,4642,9285,
resolve,4642,9285,
deposit,4642,9286,2.0
dispute,4642,9286,
chargeback,4642,9286,
deposit,4643,9286,2.0
dispute,4643,9286,
resolve,4643,9286,
withdrawal,4643,9287,1.5
dispute,4643,9287,
resolve,4643,9287,
deposit,4643,9288,2.0
dispute,4643,9288,
chargeback,4643,9288,
deposit,4644,9288,2.0
dispute,4644,9288,
resolve,4644,9288,
withdrawal,4644,9289,1.5
dispute,4644,9289,
resolve,4644,9289,
deposit,4644,9290,2.0
dispute,4644,9290,
chargeback,4644,9290,
deposit,4645,9290,2.0
dispute,4645,9290,
resolve,4645,9290,
withdrawal,4645,9291,1.5
dispute,4645,9291,
resolve,4645,9291,
deposit,4645,9292,2.0
dispute,4645,9292,
chargeback,4645,9292,
deposit,4646,9292,2.0
dispute,4646,9292,
resolve,4646,9292,
withdrawal,4646,9293,1.5
dispute,4646,9293,
resolve,4646,9293,
deposit,4646,9294,2.0
dispute,4646,9294,
chargeback,4646,9294,
deposit,4647,9294,2.0
dispute,4647,9294,
resolve,4647,9294,
withdrawal,4647,9295,1.5
dispute,4647,9295,
resolve,4647,9295,
deposit,4647,9296,2.0
dispute,4647,9296,
chargeback,4647,9296,
deposit,4648,9296,2.0
dispute,4648,9296,
resolve,4648,9296,
withdrawal,4648,9297,1.5
dispute,4648,9297,
resolve,4648,9297,
deposit,4648,9298,2.0
dispute,4648,9298,
chargeback,4648,9298,
deposit,4649,9298,2.0
dispute,4649,9298,
resolve,4649,9298,
withdrawal,4649,9299,1.5
dispute,4649,9299,
resolve,4649,9299,
deposit,4649,9300,2.0
dispute,4649,9300,
chargeback,4649,9300,
deposit,4650,9300,2.0
dispute,4650,9300,
resolve,4650,9300,
withdrawal,4650,9301,1.5
dispute,4650,9301,
resolve,4650,9301,
deposit,4650,9302,2.0
dispute,4650,9302,
chargeback,4650,9302,
deposit,4651,9302,2.0
dispute,4651,9302,
resolve,4651,9302,
withdrawal,4651,9303,1.5
dispute,4651,9303,
resolve,4651,9303,
deposit,4651,9304,2.0
dispute,4651,9304,
chargeback,4651,9304,
deposit,4652,9304,2.0
dispute,4652,9304,
resolve,4652,9304,
withdrawal,4652,9305,1.5
dispute,4652,9305,
resolve,4652,9305,
deposit,4652,9306,2.0
dispute,4652,9306,
chargeback,4652,9306,
deposit,4653,9306,2.0
dispute,4653,9306,
resolve,4653,9306,
withdrawal,4653,9307,1.5
dispute,4653,9307,
resolve,4653,9307,
deposit,4653,9308,2.0
dispute,4653,9308,
chargeback,4653,9308,
deposit,4654,9308,2.0
dispute,4654,9308,
resolve,4654,9308,
withdrawal,4654,9309,1.5
dispute,4654,9309,
resolve,4654,9309,
deposit,4654,9310,2.0
dispute,4654,9310,
chargeback,4654,9310,
deposit,4655,9310,2.0
dispute,4655,9310,
resolve,4655,9310,
withdrawal,4655,9311,1.5
dispute,4655,9311,
resolve,4655,9311,
deposit,4655,9312,2.0
dispute,4655,9312,
chargeback,4655,9312,
deposit,4656,9312,2.0
dispute,4656,9312,
resolve,4656,9312,
withdrawal,4656,9313,1.5
dispute,4656,9313,
resolve,4656,9313,
deposit,4656,9314,2.0
dispute,4656,9314,
chargeback,4656,9314,
deposit,4657,9314,2.0
dispute,4657,9314,
resolve,4657,9314,
withdrawal,4657,9315,1.5
dispute,4657,9315,
resolve,4657,9315,
deposit,4657,9316,2.0
dispute,4657,9316,
chargeback,4657,9316,
deposit,4658,9316,2.0
dispute,4658,9316,
resolve,4658,9316,
withdrawal,4658,9317,1.5
dispute,4658,9317,
resolve,4658,9317,
deposit,4658,9318,2.0
dispute,4658,9318,
chargeback,4658,9318,
deposit,4659,9318,2.0
dispute,4659,9318,
resolve,4659,9318,
withdrawal,4659,9319,1.5
dispute,4659,9319,
resolve,4659,9319,
deposit,4659,9320,2.0
dispute,4659,9320,
chargeback,4659,9320,
deposit,4660,9320,2.0
dispute,4660,9320,
resolve,4660,9320,
withdrawal,4660,9321,1.5
dispute,4660,9321,
resolve,4660,9321,
deposit,4660,9322,2.0
dispute,4660,9322,
chargeback,4660,9322,
deposit,4661,9322,2.0
dispute,4661,9322,
resolve,4661,9322,
withdrawal,4661,9323,1.5
dispute,4661,9323,
resolve,4661,9323,
deposit,4661,9324,2.0
dispute,4661,9324,
chargeback,4661,9324,
deposit,4662,9324,2.0
dispute,4662,9324,
resolve,4662,9324,
withdrawal,4662,9325,1.5
dispute,4662,9325,
resolve,4662,9325,
deposit,4662,9326,2.0
dispute,4662,9326,
chargeback,4662,9326,
deposit,4663,9326,2.0
dispute,4663,9326,
resolve,4663,9326,
withdrawal,4663,9327,1.5
dispute,4663,9327,
resolve,4663,9327,
deposit,4663,9328,2.0
dispute,4663,9328,
chargeback,4663,9328,
deposit,4664,9328,2.0
dispute,4664,9328,
resolve,4664,9328,
withdrawal,4664,9329,1.5
dispute,4664,9329,
resolve,4664,9329,
deposit,4664,9330,2.0
dispute,4664,9330,
chargeback,4664,9330,
deposit,4665,9330,2.0
dispute,4665,9330,
resolve,4665,9330,
withdrawal,4665,9331,1.5
dispute,4665,9331,
resolve,4665,9331,
deposit,4665,9332,2.0
dispute,4665,9332,
chargeback,4665,9332,
deposit,4666,9332,2.0
dispute,4666,9332,
resolve,4666,9332,
withdrawal,4666,9333,1.5
dispute,4666,9333,
resolve,4666,9333,
deposit,4666,9334,2.0
dispute,4666,9334,
chargeback,4666,9334,
deposit,4667,9334,2.0
dispute,4667,9334,
resolve,4667,9334,
withdrawal,4667,9335,1.5
dispute,4667,9335,
resolve,4667,9335,
deposit,4667,9336,2.0
dispute,4667,9336,
chargeback,4667,9336,
deposit,4668,9336,2.0
dispute,4668,9336,
resolve,4668,9336,
withdrawal,4668,9337,1.5
dispute,4668,9337,
resolve,4668,9337,
deposit,4668,9338,2.0
dispute,4668,9338,
chargeback,4668,9338,
deposit,4669,9338,2.0
dispute,4669,9338,
resolve,4669,9338,
withdrawal,4669,9339,1.5
